year,month,date,permno,stock_exret,xgb
2011,10,2011-10-31,16432,0.4231912196,0.01268145
2011,10,2011-10-31,16600,-0.033929814,0.010030447
2011,10,2011-10-31,16678,0.0555556118,0.018564386
2011,10,2011-10-31,17005,0.0853676796,0.006623649
2011,10,2011-10-31,17144,0.0089632915,0.0013402163
2011,10,2011-10-31,17478,0.0365853645,0.011824113
2011,10,2011-10-31,17726,0.103887625,0.003164768
2011,10,2011-10-31,17750,-0.018307323,0.005969855
2011,10,2011-10-31,17778,0.0950374529,0.012041939
2011,10,2011-10-31,17830,0.108300209,-0.005744312
2011,10,2011-10-31,18163,0.021130126,0.0016576839
2011,10,2011-10-31,18403,0.2053771913,0.0003219433
2011,10,2011-10-31,18542,0.2854821682,-0.011237475
2011,10,2011-10-31,18729,0.0255976822,0.0084464755
2011,10,2011-10-31,19166,0.1406881958,-0.012055156
2011,10,2011-10-31,19350,0.1754685193,-0.00085410476
2011,10,2011-10-31,19393,0.0172084458,0.008664918
2011,10,2011-10-31,19502,0.0094253989,0.012164142
2011,10,2011-10-31,19561,0.0872583464,-0.0017804245
2011,10,2011-10-31,19828,0.1023964658,0.03372694
2011,10,2011-10-31,20204,0.2359204888,-0.021406284
2011,10,2011-10-31,20482,0.0627688617,-0.00014482322
2011,10,2011-10-31,20626,0.2413179129,0.009168354
2011,10,2011-10-31,21186,0.1364006698,0.017141577
2011,10,2011-10-31,21207,0.0616362356,-0.010240491
2011,10,2011-10-31,21371,0.0570677966,0.013474274
2011,10,2011-10-31,21573,0.1913978755,0.019950686
2011,10,2011-10-31,21742,0.1386024654,0.032659333
2011,10,2011-10-31,21936,0.0893665105,0.02113281
2011,10,2011-10-31,22103,0.1648510545,-0.015317631
2011,10,2011-10-31,22111,0.0109907482,0.007569409
2011,10,2011-10-31,22293,0.1561488956,-0.0059391027
2011,10,2011-10-31,22509,0.222898379,0.008361544
2011,10,2011-10-31,22592,0.1007103473,-0.0005178619
2011,10,2011-10-31,22752,0.0550458468,-0.0025841764
2011,10,2011-10-31,22779,0.1195703596,0.015852503
2011,10,2011-10-31,22840,0.0886849463,-0.0045001376
2011,10,2011-10-31,23077,0.0586370677,-0.013692842
2011,10,2011-10-31,23297,0.0946462527,0.014257177
2011,10,2011-10-31,23393,-0.000452499,0.0018520758
2011,10,2011-10-31,23579,0.1009070724,-0.015652029
2011,10,2011-10-31,23660,0.0621890575,0.0487857
2011,10,2011-10-31,23819,0.2241153419,-0.010249801
2011,10,2011-10-31,23887,0.0245499332,-0.037200205
2011,10,2011-10-31,24272,0.1998187602,-0.003490633
2011,10,2011-10-31,24459,0.0840425491,0.00307502
2011,10,2011-10-31,24643,0.124346979,-0.0011439889
2011,10,2011-10-31,24766,0.1069580615,0.0066701164
2011,10,2011-10-31,24942,0.0917543396,0.014412323
2011,10,2011-10-31,25320,0.0361446105,0.007178302
2011,10,2011-10-31,25419,0.0180324893,0.0008201072
2011,10,2011-10-31,25582,0.1047703251,0.009799046
2011,10,2011-10-31,25785,0.207859382,-0.021308014
2011,10,2011-10-31,25953,0.1916309148,0.0029025332
2011,10,2011-10-31,26403,0.1564987153,0.0018598618
2011,10,2011-10-31,26825,0.0191765465,0.0072298776
2011,10,2011-10-31,27043,0.1257669032,0.0023118157
2011,10,2011-10-31,27334,0.308657527,0.004220714
2011,10,2011-10-31,27422,0.3332031071,-0.008721776
2011,10,2011-10-31,27633,0.358037889,0.006880177
2011,10,2011-10-31,27684,0.1621932387,0.008738153
2011,10,2011-10-31,27756,0.0880859122,-0.0066426983
2011,10,2011-10-31,27828,0.1853006482,-0.015718147
2011,10,2011-10-31,27887,-0.020662626,0.009207803
2011,10,2011-10-31,27983,0.173601225,-0.0068081124
2011,10,2011-10-31,28222,0.127929762,-0.0016218845
2011,10,2011-10-31,28345,0.2538496256,-0.012005649
2011,10,2011-10-31,28484,0.1925276816,-0.014761497
2011,10,2011-10-31,28804,0.1819150448,0.027142689
2011,10,2011-10-31,29209,0.2976961136,-0.0020908474
2011,10,2011-10-31,29946,0.0654406026,0.00596629
2011,10,2011-10-31,30681,0.2073832601,0.021014977
2011,10,2011-10-31,30940,0.2525675893,-0.004653082
2011,10,2011-10-31,32707,0.3098522723,0.0038373638
2011,10,2011-10-31,32803,0.170480594,-0.0063715
2011,10,2011-10-31,32870,0.095392257,0.009001442
2011,10,2011-10-31,32942,0.2069035023,0.005164255
2011,10,2011-10-31,34032,0.358848393,0.065811686
2011,10,2011-10-31,34817,0.1940581352,0.049978614
2011,10,2011-10-31,34833,0.2998601794,-0.008450308
2011,10,2011-10-31,35051,0.2109669,-0.022711288
2011,10,2011-10-31,36003,0.1640834659,0.007217409
2011,10,2011-10-31,36468,0.1128901988,-0.0053486843
2011,10,2011-10-31,37234,0.1299404949,-0.022783771
2011,10,2011-10-31,37284,0.3323061764,0.0104530025
2011,10,2011-10-31,37807,0.1172701046,-0.007937877
2011,10,2011-10-31,38156,0.2370583564,0.0053576464
2011,10,2011-10-31,38578,0.2450513393,-0.0048622303
2011,10,2011-10-31,38659,0.2573805451,-0.011226717
2011,10,2011-10-31,38682,0.1543908864,-0.009226754
2011,10,2011-10-31,39087,-0.154605269,0.009431832
2011,10,2011-10-31,39490,0.2435194403,-0.018266007
2011,10,2011-10-31,39538,0.0907686502,0.00025573978
2011,10,2011-10-31,39571,0.2639132738,0.003817848
2011,10,2011-10-31,39642,0.0669667721,0.0016962639
2011,10,2011-10-31,40125,0.1716945469,0.0148091465
2011,10,2011-10-31,40272,0.0771967247,0.0060925456
2011,10,2011-10-31,40416,-0.067346923,-0.004641326
2011,10,2011-10-31,40440,0.1733914465,0.00626411
2011,10,2011-10-31,40539,0.062376041,0.006150383
2011,10,2011-10-31,41080,0.2176095545,-0.042499606
2011,10,2011-10-31,41355,0.2917788923,-9.2365546e-05
2011,10,2011-10-31,42200,0.0796460733,0.0077818334
2011,10,2011-10-31,42534,0.2487675101,-0.022382513
2011,10,2011-10-31,42585,0.0566606857,0.002533184
2011,10,2011-10-31,42877,0.1713732779,0.0049891784
2011,10,2011-10-31,43123,0.2543930709,-0.020261653
2011,10,2011-10-31,43350,0.3004073501,-0.015569904
2011,10,2011-10-31,43449,0.057276234,0.006695877
2011,10,2011-10-31,43553,0.137425974,0.007894138
2011,10,2011-10-31,43772,-0.040941618,-0.0076549435
2011,10,2011-10-31,44134,0.1878435314,-0.023365827
2011,10,2011-10-31,44329,0.1132601872,0.010926038
2011,10,2011-10-31,44601,0.0606060773,0.033721305
2011,10,2011-10-31,45277,0.2105987966,0.0049153804
2011,10,2011-10-31,45495,0.1424313039,-0.010205347
2011,10,2011-10-31,45911,0.1030067056,0.010962826
2011,10,2011-10-31,46578,0.0182421319,0.0063238572
2011,10,2011-10-31,46674,0.1305118352,0.007717858
2011,10,2011-10-31,46690,0.2179176509,0.05511468
2011,10,2011-10-31,46877,-0.015992735,-0.0007043851
2011,10,2011-10-31,46886,0.2301463336,0.014852865
2011,10,2011-10-31,47941,0.2266526669,0.014431741
2011,10,2011-10-31,48267,0.206563741,0.02165696
2011,10,2011-10-31,48486,0.1319115907,0.00311352
2011,10,2011-10-31,48523,0.0903130397,0.0062192176
2011,10,2011-10-31,49154,0.1164355427,0.0022949185
2011,10,2011-10-31,49373,0.148760289,0.021359993
2011,10,2011-10-31,49429,0.1851425767,-0.0011267858
2011,10,2011-10-31,49680,0.1528373808,0.0062577613
2011,10,2011-10-31,50017,0.1775572598,-0.004806133
2011,10,2011-10-31,50278,0.2036412954,0.049248945
2011,10,2011-10-31,50606,0.170749113,-0.008539524
2011,10,2011-10-31,50876,0.0051392647,0.014382542
2011,10,2011-10-31,51369,0.3006357253,0.04521053
2011,10,2011-10-31,51625,0.0971615911,0.006563627
2011,10,2011-10-31,52038,0.0803088695,0.00846871
2011,10,2011-10-31,52090,0.0580589585,0.0041032154
2011,10,2011-10-31,52337,0.1508515477,0.039603617
2011,10,2011-10-31,52695,0.1455798149,0.008391017
2011,10,2011-10-31,52708,0.2245200127,0.033567417
2011,10,2011-10-31,52716,0.121585533,-0.010814211
2011,10,2011-10-31,52978,0.1763263047,-0.0062021604
2011,10,2011-10-31,53225,0.0475273021,0.052213058
2011,10,2011-10-31,53613,0.1091270223,0.008235804
2011,10,2011-10-31,53866,0.1527723223,0.008367909
2011,10,2011-10-31,54827,0.2120765597,0.011880258
2011,10,2011-10-31,55001,0.2779075503,0.034952525
2011,10,2011-10-31,55212,0.2052526772,0.022893602
2011,10,2011-10-31,55976,0.0928708985,0.08318758
2011,10,2011-10-31,56274,0.0557390861,0.017819645
2011,10,2011-10-31,56573,0.1689904481,0.00068541884
2011,10,2011-10-31,57568,0.1144422665,0.02670989
2011,10,2011-10-31,57665,0.1267687529,-0.005149708
2011,10,2011-10-31,57809,0.1668343544,0.03565244
2011,10,2011-10-31,57817,0.1096759662,0.00191341
2011,10,2011-10-31,58683,0.0634328648,0.01834457
2011,10,2011-10-31,58771,0.1707800776,0.12529194
2011,10,2011-10-31,58975,0.1836446375,0.0070858654
2011,10,2011-10-31,59010,0.1707204431,0.015197794
2011,10,2011-10-31,59045,0.1690729856,0.0018828887
2011,10,2011-10-31,59248,0.0689219758,-0.002278126
2011,10,2011-10-31,59328,0.1502227336,0.014261247
2011,10,2011-10-31,59459,0.1974143088,0.010241128
2011,10,2011-10-31,59619,0.1354838759,0.0028781742
2011,10,2011-10-31,60097,0.0524217784,0.04224589
2011,10,2011-10-31,60206,0.2087837011,0.007032208
2011,10,2011-10-31,60599,0.0646135136,-0.042769093
2011,10,2011-10-31,60628,0.2090721279,-0.0008310161
2011,10,2011-10-31,60871,0.170239985,0.017560892
2011,10,2011-10-31,60943,0.1066194326,0.0121826865
2011,10,2011-10-31,60986,0.2468408048,0.0177275
2011,10,2011-10-31,61241,0.1476377994,0.0038000178
2011,10,2011-10-31,61313,0.1687956899,0.0058495654
2011,10,2011-10-31,61399,0.094105497,0.010747561
2011,10,2011-10-31,61516,0.0967280716,0.008001689
2011,10,2011-10-31,61567,0.1150721684,0.01053152
2011,10,2011-10-31,61815,0.2618643045,-0.002277435
2011,10,2011-10-31,62034,0.1293346733,-0.0066601373
2011,10,2011-10-31,62092,-0.007306456,-0.0022028808
2011,10,2011-10-31,62148,0.1896089464,0.025977654
2011,10,2011-10-31,63714,0.1726307273,0.000731995
2011,10,2011-10-31,63781,0.3288191855,0.026914312
2011,10,2011-10-31,63830,0.0494660176,-0.0067245886
2011,10,2011-10-31,64186,0.0572246462,0.012218708
2011,10,2011-10-31,64282,0.1090626046,0.00039130147
2011,10,2011-10-31,65307,0.2131015211,-0.002672115
2011,10,2011-10-31,65541,-0.124447234,0.009257198
2011,10,2011-10-31,65875,0.0184782688,0.009094015
2011,10,2011-10-31,66093,0.0427769646,0.0048015704
2011,10,2011-10-31,66114,0.0140260952,-0.07375373
2011,10,2011-10-31,66181,0.0891390443,0.00883765
2011,10,2011-10-31,66384,0.0357698314,-0.0027047086
2011,10,2011-10-31,67467,0.0821130276,-0.0022322128
2011,10,2011-10-31,67847,0.1173900217,-0.008149955
2011,10,2011-10-31,68591,0.077645801,0.00072621787
2011,10,2011-10-31,69550,0.1518540233,-0.01869362
2011,10,2011-10-31,69796,0.1233332977,-0.017821187
2011,10,2011-10-31,70033,0.1331197023,0.0022551776
2011,10,2011-10-31,70228,0.2085932195,0.016618686
2011,10,2011-10-31,70308,0.0803822801,-0.013399006
2011,10,2011-10-31,70332,0.2450436354,-0.0018993204
2011,10,2011-10-31,70500,0.0779742971,-8.105114e-05
2011,10,2011-10-31,70536,0.0597184412,-0.008371591
2011,10,2011-10-31,70578,0.101247713,-0.0010727989
2011,10,2011-10-31,70923,0.1723077297,0.016411716
2011,10,2011-10-31,71176,0.1119376495,-0.00386804
2011,10,2011-10-31,73139,0.0165499412,-0.0047742
2011,10,2011-10-31,75034,0.256554693,-0.02971808
2011,10,2011-10-31,75100,0.3109175265,0.0007176058
2011,10,2011-10-31,75182,0.2720631957,0.022053167
2011,10,2011-10-31,75224,0.5127711892,0.032968283
2011,10,2011-10-31,75241,0.2756576836,-0.0011510279
2011,10,2011-10-31,75320,0.0055484842,-0.009071473
2011,10,2011-10-31,75326,0.24965702,-0.0023333465
2011,10,2011-10-31,75489,0.1248120144,-0.013146076
2011,10,2011-10-31,75577,0.2026640475,0.027713487
2011,10,2011-10-31,75591,0.1431322545,-0.00046241842
2011,10,2011-10-31,75607,0.0435583442,0.011360595
2011,10,2011-10-31,75646,0.0211216994,-0.009886014
2011,10,2011-10-31,75694,0.0116159515,0.0024350982
2011,10,2011-10-31,75825,0.2616532445,-0.007702466
2011,10,2011-10-31,75828,0.1418092698,0.015773816
2011,10,2011-10-31,76076,0.199354887,0.05473048
2011,10,2011-10-31,76082,0.2553707361,0.020571493
2011,10,2011-10-31,76095,0.0598291121,0.0103516495
2011,10,2011-10-31,76138,0.1395348459,0.0068058325
2011,10,2011-10-31,76149,0.1647625864,0.0018834249
2011,10,2011-10-31,76201,0.2193876952,0.04231304
2011,10,2011-10-31,76226,0.2664377093,0.019789359
2011,10,2011-10-31,76230,0.2044709623,0.019463811
2011,10,2011-10-31,76282,0.1879194677,6.7884335e-05
2011,10,2011-10-31,76477,0.0654926375,0.07082861
2011,10,2011-10-31,76584,0.3085502982,-0.032704774
2011,10,2011-10-31,76605,0.0137848742,0.0056746565
2011,10,2011-10-31,76614,-0.049828205,0.0018141014
2011,10,2011-10-31,76639,0.1748375148,0.015003787
2011,10,2011-10-31,76644,0.1522035599,-0.012374354
2011,10,2011-10-31,76695,0.2862228155,0.004978995
2011,10,2011-10-31,76708,0.0194805525,-0.005142899
2011,10,2011-10-31,76709,0.0437871031,0.004146552
2011,10,2011-10-31,76712,0.1495901644,0.0031310283
2011,10,2011-10-31,76744,-0.10953664,-0.013384477
2011,10,2011-10-31,76841,0.2491679937,0.009201357
2011,10,2011-10-31,77157,0.3280423284,-0.011725192
2011,10,2011-10-31,77178,0.0610733554,0.0030886652
2011,10,2011-10-31,77274,0.073711358,0.0051123574
2011,10,2011-10-31,77281,0.1042720154,0.0033565988
2011,10,2011-10-31,77300,0.0876681581,-0.0039349673
2011,10,2011-10-31,77338,0.1784936041,0.00015533599
2011,10,2011-10-31,77357,0.1005746648,-0.0044472236
2011,10,2011-10-31,77418,0.1675009131,0.035854824
2011,10,2011-10-31,77421,0.0555555224,-0.0049069347
2011,10,2011-10-31,77462,0.1599544436,0.004982359
2011,10,2011-10-31,77496,0.226986751,0.0063333465
2011,10,2011-10-31,77520,0.2678623796,-0.0023682823
2011,10,2011-10-31,77605,-0.003384092,0.011496144
2011,10,2011-10-31,77606,0.0796333998,-0.007512941
2011,10,2011-10-31,77610,-0.023153877,0.008590699
2011,10,2011-10-31,77649,0.0584215596,-0.0042462954
2011,10,2011-10-31,77661,0.2311947048,0.0071694106
2011,10,2011-10-31,77668,0.234691143,0.020655785
2011,10,2011-10-31,77702,0.1359613687,0.0101913465
2011,10,2011-10-31,77730,0.1117510721,0.018871563
2011,10,2011-10-31,77763,0.0716463849,0.016987225
2011,10,2011-10-31,77768,0.0876122639,-0.013613441
2011,10,2011-10-31,78034,0.1033880636,0.0011097405
2011,10,2011-10-31,78840,0.0323641635,0.020730363
2011,10,2011-10-31,78875,0.0254041515,0.024134299
2011,10,2011-10-31,78877,0.1005871519,-0.007794068
2011,10,2011-10-31,78916,-0.015970642,-0.014654162
2011,10,2011-10-31,78975,0.134485662,-0.003538788
2011,10,2011-10-31,78977,0.1334040463,-0.008603235
2011,10,2011-10-31,78987,0.1629700959,0.0008232038
2011,10,2011-10-31,79089,0.2788059115,-0.021902151
2011,10,2011-10-31,79094,0.1557053626,0.0006896416
2011,10,2011-10-31,79103,0.1413778514,-0.0027378656
2011,10,2011-10-31,79133,0.0738751516,0.00024697464
2011,10,2011-10-31,79265,0.0499002002,0.0005554673
2011,10,2011-10-31,79411,0.1041031405,0.0027409215
2011,10,2011-10-31,79545,0.2636708915,-0.021827977
2011,10,2011-10-31,79678,0.1252101511,-0.004761493
2011,10,2011-10-31,79686,0.2370115221,-0.017506149
2011,10,2011-10-31,79698,0.1046745554,0.0026795934
2011,10,2011-10-31,79785,0.0641909018,-0.0075148093
2011,10,2011-10-31,79857,0.1718569547,-0.004822867
2011,10,2011-10-31,79879,0.2036108077,0.019735502
2011,10,2011-10-31,79881,0.2214253992,-0.011106855
2011,10,2011-10-31,79906,-0.014316378,0.05692778
2011,10,2011-10-31,79915,0.0143612931,-0.0267712
2011,10,2011-10-31,80079,0.2712008953,0.039859593
2011,10,2011-10-31,80080,0.1466511488,-0.00035547442
2011,10,2011-10-31,80128,0.1002052501,0.012639546
2011,10,2011-10-31,80191,0.3190593719,0.0028701792
2011,10,2011-10-31,80204,0.141569078,-0.009941667
2011,10,2011-10-31,80286,0.1344954967,0.0042334097
2011,10,2011-10-31,80320,0.1132413223,-0.006111175
2011,10,2011-10-31,80432,0.120307155,0.0005161726
2011,10,2011-10-31,80864,0.2993237376,0.022382807
2011,10,2011-10-31,80924,0.1854304522,0.004654281
2011,10,2011-10-31,81061,0.1217332408,0.007338848
2011,10,2011-10-31,81138,0.1954051405,-0.0009675282
2011,10,2011-10-31,81481,0.064146921,0.010236193
2011,10,2011-10-31,81501,0.1684163809,0.012697334
2011,10,2011-10-31,81540,0.0947142169,0.0056008957
2011,10,2011-10-31,81655,0.1300585121,0.0016764249
2011,10,2011-10-31,81677,0.2706639171,0.014721645
2011,10,2011-10-31,81678,0.2547397912,0.030002033
2011,10,2011-10-31,81696,-0.035129707,0.013028877
2011,10,2011-10-31,81736,-0.017019857,-0.027670894
2011,10,2011-10-31,81774,0.3303775787,-0.013901853
2011,10,2011-10-31,81857,0.1829561442,-0.019041892
2011,10,2011-10-31,81912,0.1297388375,0.013934504
2011,10,2011-10-31,82298,0.213280946,-0.0052610477
2011,10,2011-10-31,82307,0.1169618964,-0.004279989
2011,10,2011-10-31,82581,0.117884241,-0.002495934
2011,10,2011-10-31,82598,0.2071912438,0.010202646
2011,10,2011-10-31,82618,0.2556064725,0.00176684
2011,10,2011-10-31,82642,0.1207878068,0.0043847086
2011,10,2011-10-31,82643,0.1727709919,0.017601456
2011,10,2011-10-31,82651,0.0613326915,0.0022649725
2011,10,2011-10-31,82686,0.3355951607,-0.01646027
2011,10,2011-10-31,82759,0.3018682003,0.0050996104
2011,10,2011-10-31,82777,0.2045696676,-0.005849206
2011,10,2011-10-31,82800,0.227691099,-0.014555032
2011,10,2011-10-31,82837,0.2856586874,0.010816789
2011,10,2011-10-31,82924,0.0706889555,0.0042245258
2011,10,2011-10-31,83011,0.2247482836,-0.0023346802
2011,10,2011-10-31,83111,0.0538558327,-0.0005461988
2011,10,2011-10-31,83405,-0.100163311,-0.02974193
2011,10,2011-10-31,83421,0.0958286822,0.059757743
2011,10,2011-10-31,83462,0.0521026999,-0.007832765
2011,10,2011-10-31,83862,0.1909989864,0.0028148203
2011,10,2011-10-31,83906,0.035431128,0.0030825008
2011,10,2011-10-31,83976,0.2085769922,-0.027248602
2011,10,2011-10-31,84032,0.3926200867,-0.023364836
2011,10,2011-10-31,84168,0.1084934995,-0.0033622126
2011,10,2011-10-31,84262,0.2590725422,0.02828806
2011,10,2011-10-31,84364,0.116171591,-0.007730839
2011,10,2011-10-31,84372,0.1272943467,0.010794612
2011,10,2011-10-31,84373,0.1324959248,0.007945639
2011,10,2011-10-31,84381,0.2080357373,0.00047669234
2011,10,2011-10-31,84403,0.2364964038,0.018918043
2011,10,2011-10-31,84563,0.0217746105,-0.0076777283
2011,10,2011-10-31,84656,0.1911340356,-0.02745019
2011,10,2011-10-31,84769,0.1648271084,-0.006587784
2011,10,2011-10-31,84788,-0.012579204,0.005218723
2011,10,2011-10-31,85035,0.1577287018,0.04453152
2011,10,2011-10-31,85072,0.2242867947,-0.019813215
2011,10,2011-10-31,85257,0.1986654252,0.0026849033
2011,10,2011-10-31,85269,0.383577019,0.011343987
2011,10,2011-10-31,85348,0.0904029235,0.00436281
2011,10,2011-10-31,85459,0.0140207252,-0.033665635
2011,10,2011-10-31,85621,0.0974564105,-0.0072143357
2011,10,2011-10-31,85631,0.2450520843,-0.0025318342
2011,10,2011-10-31,85645,0.23598364,-0.0022464504
2011,10,2011-10-31,85792,0.111761488,0.0215307
2011,10,2011-10-31,85908,0.2549550235,-0.0049015014
2011,10,2011-10-31,85914,0.125751093,0.0029577573
2011,10,2011-10-31,85926,0.0658681691,0.0061198045
2011,10,2011-10-31,85963,0.0841093138,0.0029426229
2011,10,2011-10-31,86021,0.0937549993,0.06356471
2011,10,2011-10-31,86111,0.0241635554,-0.04759974
2011,10,2011-10-31,86228,0.0142551539,-0.015323573
2011,10,2011-10-31,86339,0.0169658829,-0.01324074
2011,10,2011-10-31,86580,0.1830535531,-0.00040324102
2011,10,2011-10-31,86725,0.0582877398,0.00045774877
2011,10,2011-10-31,86799,0.2602416277,-0.017908003
2011,10,2011-10-31,86881,0.013888875,0.0016067874
2011,10,2011-10-31,86946,0.0320170969,0.0052547203
2011,10,2011-10-31,86964,0.4630540907,0.0044879336
2011,10,2011-10-31,86979,0.4177287817,-0.006374296
2011,10,2011-10-31,87006,0.1664443165,0.03715417
2011,10,2011-10-31,87055,0.0136369513,0.003861523
2011,10,2011-10-31,87056,0.0702855289,0.008970465
2011,10,2011-10-31,87137,0.1715367734,-0.0073165223
2011,10,2011-10-31,87184,0.1748699397,-0.0039509004
2011,10,2011-10-31,87432,0.1862399876,0.004170127
2011,10,2011-10-31,87445,0.1148178577,0.035599772
2011,10,2011-10-31,87541,0.1193133369,-0.010445013
2011,10,2011-10-31,87657,0.0580807999,-0.026747705
2011,10,2011-10-31,87659,0.1106261015,-0.0018722846
2011,10,2011-10-31,88031,0.0206208657,0.005785284
2011,10,2011-10-31,88182,0.0543175973,-0.0033682433
2011,10,2011-10-31,88319,0.2934883535,0.049202938
2011,10,2011-10-31,88352,0.191006884,0.0045786826
2011,10,2011-10-31,88436,0.154340893,-0.010284388
2011,10,2011-10-31,88446,-0.251710594,0.005269373
2011,10,2011-10-31,88504,0.0665188879,4.3381704e-05
2011,10,2011-10-31,88661,0.2554504573,-0.00785361
2011,10,2011-10-31,88668,0.2166888565,0.0033506723
2011,10,2011-10-31,88853,0.2212674469,-0.004187121
2011,10,2011-10-31,88873,0.136915043,0.010651803
2011,10,2011-10-31,88924,0.0375129245,0.0015042165
2011,10,2011-10-31,88949,0.1554621309,0.005178
2011,10,2011-10-31,88991,0.2801061869,-0.01226434
2011,10,2011-10-31,89002,0.1050701812,-0.0058053955
2011,10,2011-10-31,89003,0.0764802918,0.0028711564
2011,10,2011-10-31,89004,0.1920213103,-0.014570595
2011,10,2011-10-31,89006,0.0476473607,-0.0015039935
2011,10,2011-10-31,89014,0.0581880882,-0.015163683
2011,10,2011-10-31,89070,-0.015893763,0.010701513
2011,10,2011-10-31,89105,0.3978838623,-0.017180419
2011,10,2011-10-31,89217,0.119965598,0.0036763493
2011,10,2011-10-31,89230,0.3262086511,0.039644856
2011,10,2011-10-31,89244,0.2810300887,-0.0050258497
2011,10,2011-10-31,89301,0.1069263741,0.007517997
2011,10,2011-10-31,89393,-0.27535972,-0.01234915
2011,10,2011-10-31,89502,0.0497816317,-0.019325187
2011,10,2011-10-31,89508,0.2603773177,9.471248e-05
2011,10,2011-10-31,89509,0.1490125507,-0.0011069397
2011,10,2011-10-31,89525,0.1263145655,0.011267181
2011,10,2011-10-31,89533,0.1583246589,-0.0031418365
2011,10,2011-10-31,89540,0.1682606488,0.0020181853
2011,10,2011-10-31,89565,0.1154681817,0.032735784
2011,10,2011-10-31,89636,0.3870542049,-0.0007868358
2011,10,2011-10-31,89644,0.0012319827,-0.013854704
2011,10,2011-10-31,89757,0.3591794074,0.010133592
2011,10,2011-10-31,89866,0.2077814788,0.0140802525
2011,10,2011-10-31,89876,0.2472167313,0.030716754
2011,10,2011-10-31,89901,0.3269668519,-0.0052923067
2011,10,2011-10-31,89954,0.0754671991,-0.0015728108
2011,10,2011-10-31,89971,0.2936703563,-0.05503779
2011,10,2011-10-31,90052,0.2862816751,-0.005867604
2011,10,2011-10-31,90110,-0.149999976,-0.025646366
2011,10,2011-10-31,90312,0.2021587044,0.025180219
2011,10,2011-10-31,90319,0.1506679803,-0.008418184
2011,10,2011-10-31,90386,0.1958341897,-0.034313835
2011,10,2011-10-31,90441,0.1317830086,0.0022021858
2011,10,2011-10-31,90442,0.1442307681,0.017400712
2011,10,2011-10-31,90505,0.2245696485,-0.013419305
2011,10,2011-10-31,90520,0.3406086862,-0.019017229
2011,10,2011-10-31,90558,0.2140640765,0.025151704
2011,10,2011-10-31,90805,0.1552365869,-0.0048128283
2011,10,2011-10-31,90829,0.3150985241,-0.021940108
2011,10,2011-10-31,90880,0.1859755963,0.026217973
2011,10,2011-10-31,90979,0.2710435092,0.026059574
2011,10,2011-10-31,91063,0.131904915,-0.0029133132
2011,10,2011-10-31,91068,0.109489955,0.0020617042
2011,10,2011-10-31,91103,-0.003095948,-0.008619109
2011,10,2011-10-31,91152,0.1499938816,0.007209325
2011,10,2011-10-31,91207,0.2908295095,0.011572961
2011,10,2011-10-31,91277,0.1131436378,-0.011815322
2011,10,2011-10-31,91392,0.1809890568,-0.006124627
2011,10,2011-10-31,91416,0.0543782711,0.016542615
2011,10,2011-10-31,91516,0.2366434932,0.029087426
2011,10,2011-10-31,91531,0.3090405464,0.018327182
2011,10,2011-10-31,91547,0.0524978712,-0.0034107256
2011,10,2011-10-31,91556,0.1148811877,0.007513225
2011,10,2011-10-31,91575,0.303370893,0.0036596733
2011,10,2011-10-31,91579,0.1811257303,0.004252121
2011,10,2011-10-31,91594,0.0702194273,0.017233044
2011,10,2011-10-31,91611,-0.212624565,-0.015927728
2011,10,2011-10-31,91668,0.2168508768,0.06316708
2011,10,2011-10-31,91849,0.1047666669,0.009734735
2011,10,2011-10-31,91915,0.0948093757,0.008921678
2011,10,2011-10-31,91926,0.136000067,-0.0058813766
2011,10,2011-10-31,91937,-0.023549676,0.019817889
2011,10,2011-10-31,91983,0.2538764179,-0.0025837577
2011,10,2011-10-31,92188,0.3262017369,0.042739388
2011,10,2011-10-31,92203,0.1599918008,-0.00048207585
2011,10,2011-10-31,92221,0.2130232006,0.035962533
2011,10,2011-10-31,92239,0.3314591348,0.0039495537
2011,10,2011-10-31,92293,0.114515245,-0.005223683
2011,10,2011-10-31,92322,0.0813112855,-0.0009842103
2011,10,2011-10-31,92530,0.0774147809,-0.002171235
2011,10,2011-10-31,92602,0.1200705618,0.0066271825
2011,10,2011-10-31,92618,-0.03429598,-0.0032692074
2011,10,2011-10-31,93096,0.0503178388,0.011867083
2011,10,2011-10-31,93101,0.0934731513,0.0066776546
2011,10,2011-10-31,93132,0.3726190925,0.050610922
2011,10,2011-10-31,93436,0.2041821033,0.079142004
2011,11,2011-11-30,10104,-0.04333232,-0.013411648
2011,11,2011-11-30,10107,-0.031918861,0.019174684
2011,11,2011-11-30,10145,0.0405057259,0.0005038553
2011,11,2011-11-30,10147,-0.061199509,-7.718569e-06
2011,11,2011-11-30,10182,0.0010166579,0.007089638
2011,11,2011-11-30,10220,0.0313779227,0.101865225
2011,11,2011-11-30,10225,0.0663564652,-0.004404423
2011,11,2011-11-30,10299,-0.044568311,0.008201365
2011,11,2011-11-30,10302,-0.002093193,-0.005356378
2011,11,2011-11-30,10516,0.0468210168,0.016220324
2011,11,2011-11-30,10909,-0.038625266,-0.00064628595
2011,11,2011-11-30,11081,-0.003162567,0.014052231
2011,11,2011-11-30,11308,-0.009074888,0.02234809
2011,11,2011-11-30,11403,-0.011743462,0.019314235
2011,11,2011-11-30,11552,-0.026993675,0.004756199
